序号,产品ID,类型,线路名称,副标题,出发地,携程价格,天数,基础加成价,服务溢价,折扣空间,最终建议价,你的价格,评分,评论数,月销量,图片URL,标签
73,68879081,自由行,重庆5日4晚自由行,【寻味山城】省心套餐『自选商圈携程4钻酒店+微信行程小管家服务』多种玩法可选 自由打卡山城美景 寻觅山城美食|赠24H接送机/站+重庆市区2-8人纯玩一日游拼团游|解锁山城烟火江湖,重庆出发,820,5,2200,500元,×1.15,3100,,,,3,"https://dimg04.c-ctrip.com/images/0303112000rw5n69mF2BB_R_420_420.jpg?proc=crop/m_c,w_4000,h_4000,x_0,y_0,g_center,FF4C",
74,32016377,私家团,重庆+长江三峡+宜昌5日4晚私家团,咨询客服领优惠券享95折优惠 世纪邮轮一线江景阳台房，儿童赠全程门票+7天外船票无损退，中西自助餐及夜宵+登船晚餐，重庆精华线路4选1+长江三峡核心精华景区,重庆出发,5216,5,15900,500元,×1.15,18800,,4.8,7312,7312,"https://dimg04.c-ctrip.com/images/0300v12000ljbhbgbBDEC_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","立即确认,成团保障"
75,70427879,一日游,武陵山大裂谷+816一日游【纯玩丨含门票+部分小交通+导游】,,重庆出发,148,1,200,100元,×1.15,300,,5.0,,56,https://dimg04.c-ctrip.com/images//0580x12000o2pkv2bA94F_C_420_420.jpg,"立即确认,无购物,有条件退"
76,59246809,私家团,宜昌+长江三峡+重庆5日4晚私家团,【长江移动宫殿 美维系列游轮】『五星级移动酒店 入住一线江景阳台标间』深度体验·壮丽山水 【游览国之重器 登高双桂山】24H接送,重庆出发,2736,5,8300,500元,×1.15,10100,,5.0,,21,"https://dimg04.c-ctrip.com/images/0303712000iy5vppbA195_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C",成团保障
77,59490689,拼小团,重庆+成都+三星堆博物馆5日4晚拼小团,『国宝档案·8人小团·赠两江夜游船+川剧盖碗茶』网红山城·探秘三星堆·熊猫基地·武侯祠,重庆出发,2089,5,5100,500元,×1.15,6400,,4.8,20433,20433,"https://dimg04.c-ctrip.com/images/0301v12000lri6eja4251_C_420_420.jpg?proc=crop/m_c,w_2160,h_2160,x_681,y_0,9EF5","0购物,成团保障,0自费"
78,64275793,跟团游,重庆+成都+九寨沟+黄龙风景名胜区+都江堰+三星堆博物馆7日6晚跟团游,《成都重庆双城7日+熊猫基地》《五星豪生温泉酒店》头等舱保姆车+藏家晚会+免费接送机,重庆出发,2835,7,6300,700元,×1.15,8000,,5.0,,93,"https://dimg04.c-ctrip.com/images/0304v12000shhmmgwF601_R_420_420.jpg?proc=crop/m_c,w_1500,h_1500,x_134,y_-6,g_center,B884","0购物,成团保障"
79,93558487,一日游,全景大足石刻一日游|8人小团|3场大咖导游深度讲解|可包车,,重庆出发,308,1,600,100元,×1.15,800,,4.9,174,39,https://dimg04.c-ctrip.com/images/0356912000raf49d8F2B1_C_420_420.jpg,"立即确认,上门接,有条件退"
80,68977736,自由行,重庆4日3晚自由行,节后错峰「降幅真的大」!4-5钻酒店随心组合【1日包车游】推荐玩法：重庆市区网红打卡1日游|自由定制您专属行程，随心逛吃魔幻山城·更有组合包车供您挑选搭配！【24h微管家】,重庆出发,895,4,2400,400元,×1.15,3200,,5.0,,11,"https://dimg04.c-ctrip.com/images/0306112000rp0krjrC83C_R_420_420.jpg?proc=crop/m_c,w_1451,h_1451,x_0,y_0,g_center,679F",
81,89348959,一日游,重庆两江游夜景游船：洪崖洞/朝天门码头可选|两江四岸夜景,,重庆出发,138,3,200,300元,×1.15,500,,4.3,114,500+,https://dimg04.c-ctrip.com/images/0355t12000nsequzvA083_C_420_420.jpg,"立即确认,有条件退"
82,30413260,拼小团,重庆+武隆区5日4晚拼小团,『半城烟火8人团』市区网红·两江游+全景武隆·仙女山天坑地缝+芙蓉洞+芙蓉江丨专车接送,重庆出发,1735,5,4200,500元,×1.15,5400,,5.0,7422,7422,"https://dimg04.c-ctrip.com/images/0304c12000sa92xtm157D_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","免费退,0购物,成团保障"
83,40604527,私家团,重庆+长江三峡+宜昌5日4晚私家团,咨询客服领暑期2大免1小优惠，黄金邮轮&指定180度一线江景阳台房+重庆华美达酒店+全程自助餐 重庆市区精华线路4选1+长江三峡核心景区 7天外船票免费退,重庆出发,2948,5,8900,500元,×1.15,10800,,5.0,243,243,"https://dimg04.c-ctrip.com/images/0301c12000mcj415x6AC7_C_420_420.jpg?proc=crop/m_c,w_800,h_800,x_0,y_358,EA68","免费退,成团保障"
84,35841203,自由行,中国长江三峡4日3晚自由行,【限时特惠· 世纪凯歌/荣耀/绿洲】【船游-巫峡/瞿塘峡】【赠登船晚餐+行李迎送搬运】赠送景点：丰都鬼城/烽烟三国或白帝城/神女溪/三峡大坝，更有欢迎酒会、文艺演出等活动，重庆登船,重庆出发,4085,4,11200,400元,×1.15,13300,,,,8,"https://dimg04.c-ctrip.com/images/0582212000npj3jp8B372_R_420_420.jpg?proc=crop/m_c,w_800,h_800,x_286,y_0,g_center,8C77",
85,93630989,一日游,数字影院+宝顶山+北山+大足石刻博物馆一日游 含讲解纯玩小团,,重庆出发,278,1,500,100元,×1.15,600,,5.0,,21,https://dimg04.c-ctrip.com/images/0354f12000ogkle0487A0_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
86,2215497,跟团游,长江三峡+三峡大坝+瞿塘峡+巫峡+重庆5日4晚跟团游,美维邮轮&宿江景阳台房 4早6正自助餐+赠wifi+行李搬运 重庆金牌导游带团+满档升头等舱,重庆出发,2248,5,5000,500元,×1.15,6300,,5.0,57567,57567,"https://dimg04.c-ctrip.com/images/0584s12000rj33acl0297_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","0购物,成团保障"
87,102472776,一日游,2-8人商务团|九黎城+乌江画廊+龚滩古镇一日游|官方讲解|,,重庆出发,338,1,600,100元,×1.15,800,,4.8,,38,https://dimg04.c-ctrip.com/images//0580h12000o1qsy9mFF2B_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
88,65902624,私家团,宜昌+长江三峡+重庆5日4晚私家团,『黄金邮轮·深度慢游』高端系列·私家定制&180度江景阳台客房&重庆市内独立成团#深度游览山城风光「长江三峡+巫山小三峡+丰都鬼城+船观瞿塘峡/巫峡+洪崖洞+瓷器口」24h微管家1V1,重庆出发,3411,5,10400,500元,×1.15,12500,,,,,"https://dimg04.c-ctrip.com/images/0303y12000pdf7n6lA2DF_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C",成团保障
89,42049304,私家团,重庆+长江三峡+三峡大坝+黄鹤楼+武汉6日5晚私家团,五一预售#世纪游轮『180度一线阳台江景房/独立阳台+赠2宵夜+赠登船晚餐观巫峡·瞿塘峡·神女峰+沿途3大精华上岸+重庆武汉专车接送,重庆出发,5961,6,18100,600元,×1.15,21500,,,,4,"https://dimg04.c-ctrip.com/images/0301312000s40klo3C0A3_R_420_420.jpg?proc=crop/m_c,w_1706,h_1706,x_0,y_0,g_center,3E63",成团保障
90,20892228,一日游,【8人团】重庆武隆天生三桥+龙水峡地缝+乌江1日游|可包团,,重庆出发,436,1,800,100元,×1.15,1000,,4.9,1371,100+,https://dimg04.c-ctrip.com/images//0581g12000njrzp22C4C3_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
91,60222198,私家团,恩施土家族苗族自治州+重庆5日4晚私家团,咨询客服享惊喜【探索山城的多样魅力】峡谷柔情在恩施 【8D魔幻城市】5钻酒店奢住 双城体验 向导包车游 管家1V1服务·交通任选,重庆出发,3111,5,9400,500元,×1.15,11300,,5.0,,72,"https://dimg04.c-ctrip.com/images/0300t12000m4o9a5pF3E2_R_420_420.jpg?proc=crop/m_c,w_1284,h_1284,x_0,y_0,g_center,B406",成团保障
92,57408868,拼小团,武隆区+彭水2日1晚拼小团,『8人小团·赠乌江游船』商圈上门接·精选4钻酒店·探秘苗文化·逛千年古镇·赏武隆奇观,重庆出发,748,2,1800,200元,×1.15,2300,,4.7,6311,6311,"https://dimg04.c-ctrip.com/images/0303j12000c894l11C44A_R_420_420.jpg?proc=crop/m_c,w_1474,h_1474,x_0,y_-147,g_center,12BD","0购物,成团保障,上门接,0自费"
93,35661499,跟团游,重庆+成都+九寨沟+黄龙风景名胜区6日5晚跟团游,『携程自营纯玩』『重庆+成都双城游+免费接送』赠九寨旅拍+藏家晚会』升级头等保姆车,重庆出发,1685,6,3700,600元,×1.15,4900,,4.9,12029,12029,"https://dimg04.c-ctrip.com/images/0300m12000nge8gzs2B5B_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","0购物,成团保障"
94,89204662,一日游,【精品游船】重庆两江夜景游船票丨朝天门7码头登船,,重庆出发,168,3,300,300元,×1.15,600,,4.6,,100+,https://dimg04.c-ctrip.com/images/0350c12000sghfh9yB295_C_420_420.jpg,有条件退
95,39530611,自由行,重庆+长江三峡+宜昌+武汉6日5晚自由行,黄金游轮&180度一线江景阳台房+武汉重庆自选酒店｜中西自助餐+赠登船晚餐+重庆行李搬运｜3大上岸景点游览+船游巫峡+瞿塘峡+夔门,重庆出发,2596,6,7100,600元,×1.15,8800,,4.9,277,277,"https://dimg04.c-ctrip.com/images/0306812000s02hc6v6A40_C_420_420.jpg?proc=crop/m_c,w_800,h_800,x_0,y_299,4ABF",
96,105115993,一日游,奉节三峡之巅+白帝城·瞿塘峡景区一日游精品纯玩含景点门票,,奉节出发,268,1,500,100元,×1.15,600,,4.7,,45,https://dimg04.c-ctrip.com/images/0356312000rx35nhl6655_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
97,40470853,拼小团,重庆+武隆区3日2晚拼小团,宿解放碑商圈·赠「树顶漫步」+5A奇景『武陵山大裂谷+天生三桥+仙女山+大足石刻』,重庆出发,1358,3,3300,300元,×1.15,4100,,4.9,12431,12431,"https://dimg04.c-ctrip.com/images/0301x12000ros883o7E10_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","免费退,立即确认,0购物,成团保障,上门接,0自费"
98,32016656,私家团,重庆+长江三峡+武汉6日5晚私家团,世纪邮轮&180度一线江景阳台客房+全程中西自助餐，黄鹤楼省博赠导游精讲+武大进校+长江三峡核心景区+重庆精华线路4选1，7天外船票免费退,重庆出发,6659,6,20300,600元,×1.15,24000,,5.0,203,203,"https://dimg04.c-ctrip.com/images/0304j12000mcistouB975_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","免费退,成团保障"
99,57322410,自由行,重庆+长江三峡+宜昌4日3晚自由行,官方代理【5钻电力静音游轮*世纪绿洲/凯歌/荣耀】码头行李帮提+私享阳台江景房·中西荟萃美食+夜宵+岸上游：鬼城或小官山+神女溪+大坝+烽烟三国或白帝城，重庆登船,重庆出发,4008,4,11000,400元,×1.15,13100,,,,,"https://dimg04.c-ctrip.com/images/0582c12000rih8svm7591_R_420_420.jpg?proc=crop/m_c,w_800,h_800,x_38,y_0,g_center,9552",
100,86375667,一日游,重庆长江索道+轻轨穿楼+洪崖洞一日游|配导游|免儿童|可包团,,重庆出发,168,1,300,100元,×1.15,400,,4.9,282,20,https://dimg04.c-ctrip.com/images/0353z12000rqe6qb52DDB_C_420_420.jpg,"立即确认,上门接,有条件退"
101,71103708,跟团游,成都+重庆+九寨沟+黄龙风景名胜区+三星堆博物馆9日8晚跟团游,『川进渝出+纯玩+高铁往返九寨』2+1头等舱&三星堆精讲+含川渝动车 赠重庆夜游两江船票,重庆出发,4022,9,9000,900元,×1.15,11300,,,,,"https://dimg04.c-ctrip.com/images/0301512000s5iijh0D2FB_C_420_420.jpg?proc=crop/m_c,w_800,h_800,x_0,y_240,9287","0购物,成团保障"
102,103791544,一日游,重庆长江索道+轻轨穿楼+洪崖洞+磁器口一日游（网红景点打卡）,,重庆出发,138,1,200,100元,×1.15,300,,4.9,,31,https://dimg04.c-ctrip.com/images/0354y12000rfflirn06A5_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
103,40897253,私家团,恩施市+重庆5日4晚私家团,咨询客服享优惠【热辣双城·恩渝连线】自营专属车队&奢牌5钻酒店&房型自选<美上央视夜景+恩施大峡谷+屏山峡谷悬浮船+长江索道+三峡博物馆+磁器口+解放碑洪崖洞>高铁衔接|不走回头路+客服1v1,重庆出发,3894,5,11800,500元,×1.15,14100,,4.5,,31,"https://dimg04.c-ctrip.com/images/0302v12000simbqcx020A_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_278,g_center,FEC1",成团保障
104,70681864,私家团,重庆2日1晚私家团,《超省钱版本-全程宿性价比优选4钻酒店》【赠】两江夜游船票 >体验长江索道【赏】洪崖洞夜景>奇遇漫游山城,重庆出发,1114,2,3300,200元,×1.15,4000,,,,3,"https://dimg04.c-ctrip.com/images/0302w12000qjv0xzgB51B_R_420_420.png?proc=crop/m_c,w_1439,h_1439,x_0,y_0,g_center,230B",
105,102020752,一日游,【团型可选】武隆天生三桥+仙女山森林公园+乌江一日游,,重庆出发,305,1,600,100元,×1.15,800,,4.9,,21,https://dimg04.c-ctrip.com/images/0356812000satsx85CD31_C_420_420.jpg,"立即确认,无购物,有条件退"
106,40907133,私家团,恩施市+重庆6日5晚私家团,咨询客服高减800补贴【秘境恩施#遇见山城】自营车队&奢牌5钻酒店&房型自选<美上央视夜景+网红狮子关S浮桥+大峡谷全景+屏山悬浮船+长江索道+解放碑洪崖洞>高铁衔接|不走回头路|专属管家服务,重庆出发,4276,6,13000,600元,×1.15,15600,,,,17,"https://dimg04.c-ctrip.com/images/0303f12000simc0j39824_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_92,g_center,28A7",成团保障
107,67172269,拼小团,重庆+武隆区+彭水5日4晚拼小团,『山城画廊5钻·8人封顶·两江游船+乌江游船+云端之眼』网红山城+武隆奇观+探秘九黎城,重庆出发,1937,5,4700,500元,×1.15,5900,,5.0,103,103,https://dimg04.c-ctrip.com/images/0304f120008oln2j3A84F_C_420_420.jpg,"0购物,成团保障,0自费"
108,62271576,拼小团,重庆+成都+武隆区5日4晚拼小团,8人内精致小团|川渝经典连线+赠两江夜游船+三星堆/都江堰含导游精讲+24h专车接送机/站,重庆出发,3907,5,9500,500元,×1.15,11500,,,,,"https://dimg04.c-ctrip.com/images/0303b12000laaa4cdF20E_R_420_420.jpg?proc=crop/m_c,w_1664,h_1664,x_0,y_0,g_center,2231","0购物,成团保障"
109,91898231,一日游,重庆两江夜景游船票：朝天门/洪崖洞码头可选 | 免取票登船,,重庆出发,128,3,200,300元,×1.15,500,,4.6,,200+,https://dimg04.c-ctrip.com/images/0356f12000ro1mj33C12E_C_420_420.jpg,"立即确认,有条件退"
110,52046819,自由行,重庆+长江三峡+宜昌4日3晚自由行,华夏邮轮&宿3晚阳台江景房+含3早4正中西自助餐，赠小三峡+雪玉洞+三峡大坝上岸游，华夏五号多赠烽烟三国+白帝城+小小三峡，单人可拼住,重庆出发,1921,4,5200,400元,×1.15,6400,,4.9,516,516,"https://dimg04.c-ctrip.com/images/0302f12000rszcljnF83C_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261",
111,64696033,自由行,重庆+长江三峡4日3晚自由行,长江三号&一票全含 宿180度江景阳台房+全程自助餐，船游三峡精华段+赠5大景点上岸游,重庆出发,5180,4,14200,400元,×1.15,16700,,,,,"https://dimg04.c-ctrip.com/images/0303512000s5biahwACF8_C_420_420.jpg?proc=crop/m_c,w_2239,h_2239,x_1330,y_0,F653",
112,57384026,拼小团,重庆+武隆区5日4晚拼小团,『山城画廊·8人封顶』两江游船+乌江游船·解放碑4钻酒店·武隆奇观·苗韵九黎城·市区经典,重庆出发,1783,5,4300,500元,×1.15,5500,,4.9,6210,6210,https://dimg04.c-ctrip.com/images/0303u120009dhhp2fA15A_C_420_420.jpg,"0购物,成团保障,0自费"
113,69327274,私家团,重庆5日4晚私家团,【初夏特惠来袭+咨询至高立减400】私享遛娃奇遇+全程宿5钻臻选酒店【赠】璀璨两江夜游+乘长江索道穿梭云雾>赏洪崖洞梦幻灯火+漫游8D魔幻地形+探秘自然与都市的童趣交响|定制专属家庭的温暖记忆,重庆出发,2321,5,7000,500元,×1.15,8600,,,,3,https://dimg04.c-ctrip.com/images/0301v12000iphct13BF84_C_420_420.png,成团保障
114,68922931,自由行,重庆+长江三峡+宜昌4日3晚自由行,『2026年首航』重轮长江云帆号|180度一线江景阳台房·全程中西自助美食+精华下船游,重庆出发,2521,4,6900,400元,×1.15,8300,,,,,"https://dimg04.c-ctrip.com/images/0300z12000e0jiuwn8045_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C",
115,105062088,一日游,奉节三峡之巅+白帝城+瞿塘峡一日游【一价全含无自费+纯玩】,,奉节出发,299,1,500,100元,×1.15,600,,5.0,,21,https://dimg04.c-ctrip.com/images/0354z12000rx323h7195D_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
116,62221462,拼小团,重庆+成都+九寨沟5日4晚拼小团,8人精品内小团+赠两江夜游船|多游都江堰或三星堆含导游精解+动车九寨轻松游+24h接送机,重庆出发,3129,5,7600,500元,×1.15,9300,,4.8,222,222,"https://dimg04.c-ctrip.com/images/0307312000q8sa3g2C1BC_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_-225,y_0,g_center,6C24","0购物,成团保障,0自费"
117,14762529,一日游,重庆武隆天生三桥+龙水峡地缝一日游【8人小团/大巴团可选】,,重庆出发,338,1,600,100元,×1.15,800,,4.8,1546,50,https://dimg04.c-ctrip.com/images/0353z12000razp04a0CF1_C_420_420.jpg,"立即确认,无购物,有条件退"
118,69751633,私家团,黄果树景区+荔波小七孔景区+西江千户苗寨+万峰林景区+梵净山+镇远古城+织金洞9日8晚私家团,『甄选携程住宿+严选司机』贵州全景游·精华五景+织金洞/百里杜鹃2选1+田园风光万峰林+苗寨住景区赏夜景|全程微管家服务,重庆出发,10832,9,33000,900元,×1.15,38900,,,,,"https://dimg04.c-ctrip.com/images/0301712000rbe3zi5CB1C_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C",成团保障
119,68891208,私家团,重庆4日3晚私家团,暑期预售·咨询立减288·限量赠两江夜游船票|专属惊喜盲盒+地道重庆火锅>同行满6人免费升级轻奢9座保姆车&享市区citywalk,重庆出发,1895,4,5700,400元,×1.15,7000,,3.2,,21,"https://dimg04.c-ctrip.com/images/0304q12000qjv1nupBA21_C_420_420.png?proc=crop/m_c,w_1079,h_1079,x_0,y_177,7636",成团保障
120,88755220,一日游,【纯玩2-8团】仙女山森林公园+武隆天生三桥+乌江画廊一日游,,重庆出发,168,1,300,100元,×1.15,400,,5.0,,13,https://dimg04.c-ctrip.com/images/0352412000j1qfhgyBFAE_C_420_420.jpg,"无购物,上门接,有条件退"
121,35332331,私家团,恩施大峡谷+重庆+武隆区4日3晚私家团,恩渝双城私家包车游·赠218元西兰卡普表演秀+景点门票必乘景交全含，恩施大峡谷+武隆全景+重庆市区精选线路任选，酒店及车型均可自选,重庆出发,2780,4,8400,400元,×1.15,10100,,5.0,,52,"https://dimg04.c-ctrip.com/images/0302h12000hlf8w6j8CD9_R_420_420.jpg?proc=crop/m_c,w_1000,h_1000,x_0,y_0,g_center,8B07",成团保障
122,31191234,跟团游,重庆+长江三峡5日4晚跟团游,黄金邮轮&180度江景阳台房+华美达酒店 全程自助餐 重庆精品游+金牌导游团 7天外无损退,重庆出发,2661,5,5900,500元,×1.15,7300,,4.9,46668,46668,"https://dimg04.c-ctrip.com/images/0300g12000mcjblqgBD2D_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","0购物,成团保障"
