序号,产品ID,类型,线路名称,副标题,出发地,携程价格,你的价格,评分,图片URL,标签,路线亮点（外国人关注）,你的专业评价
60,101543063,一日游,【纯玩·热销】正宗乌江画廊+九黎城+龚滩古镇一日游,,重庆出发,138,300,4.7,/images/routes/route_101543063.jpg,"立即确认,无购物,有条件退","Ancient town with 1700+ years history | Try local snacks: 陈麻花, 酸辣粉 | Traditional crafts and tea houses",一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。
61,40618995,私家团,宜昌+长江三峡+重庆5日4晚私家团,美维邮轮·宿180度一线江景阳台房+全程自助餐｜长江三峡核心精华段+赠三景上岸游+船游巫峡+瞿塘峡+夔门&重庆一日精华线路四选一,重庆出发,3011,11000,5.0,/images/routes/route_40618995.jpg,成团保障,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。 这条路线评分5.0分，口碑很好，放心选。
62,28855830,跟团游,重庆+武隆区3日2晚跟团游,『性价比款』精华路线&武隆+市区&金牌导游+陆地保姆车+特色竹笼宴+2晚高口碑酒店,重庆出发,1006,2800,4.9,/images/routes/route_28855830.jpg,"0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 这条路线评分4.9分，口碑很好，放心选。
63,62316858,拼小团,重庆+成都+武隆区5日4晚拼小团,8人内小团｜赠两江夜游船+三星堆或都江堰含导游精讲+天生三桥&仙女山大草原+24h接送机,重庆出发,3542,10400,5.0,/images/routes/route_62316858.jpg,"0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
64,104533402,一日游,【高品纯玩】重庆大足石刻宝顶山+北山石刻+博物馆一日游,,重庆出发,128,300,5.0,/images/routes/route_104533402.jpg,"立即确认,无购物,有条件退","UNESCO World Heritage - 5,000+ Buddhist carvings | 1,000+ years of history - Tang & Song dynasties | World-class stone art mastery",大足石刻建议请讲解员，否则就是看石头。我可以帮你安排专业讲解。 宝顶山游览约3小时，穿舒适鞋，有部分爬坡。
65,69506255,自由行,重庆4日3晚自由行,节后错峰「降幅真的大」!咨询客服整单优惠！【超级自由行】自选酒店随心组合|推荐玩法：十八梯 & 山城巷 来福士、长江索道 李子坝轻轨站【热门玩法推荐，咨询客服加购用车，24h微管家】,重庆出发,584,2300,,/images/routes/route_69506255.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
66,93626626,一日游,【8人团|2年内新车】 武隆天生三桥+仙女山森林公园一日游,,重庆出发,365,900,4.8,/images/routes/route_93626626.jpg,"立即确认,上门接,有条件退",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。
67,36201585,拼小团,重庆3日2晚拼小团,『8人团·两江游船+云端之眼』升级5钻·魔幻山城·长江索道+轻轨穿楼+洪崖洞·专车接送机,重庆出发,864,2700,4.9,/images/routes/route_36201585.png,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。 这条路线评分4.9分，口碑很好，放心选。
68,59406365,私家团,成都+重庆5日4晚私家团,【错峰出游~点击领福利】【玩转川渝双城】魔幻山城City walk 网红打卡解放碑洪崖洞|李子坝+天府蓉城看大熊猫|三星堆-赠讲解|武侯祠|杜甫草堂【含双城动车二等座】限时免费送天府机场,重庆出发,2548,9400,,/images/routes/route_59406365.jpg,"免费退,成团保障",100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
69,69244220,自由行,重庆+长江三峡4日3晚自由行,楚天游轮长江如歌神话『180度一线江景阳台房|赠登船晚餐·深夜食堂·指定酒水畅饮+含5大下船精华景点|可自选升船机+长江三峡核心景区：瞿塘胜景·秀美巫峡』重庆到宜昌航线,重庆出发,2764,9200,,/images/routes/route_69244220.jpg,,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
70,68381909,一日游,【双景区官方人工讲解】816工程景区+白鹤梁水下博物馆一日游,,重庆出发,183,400,4.8,/images/routes/route_68381909.jpg,"立即确认,无购物,上门接,有条件退",Perfect for short stay - hit all highlights in one day,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分4.8分，口碑很好，放心选。
71,30086874,拼小团,武隆区2日1晚拼小团,『全景武隆·8人团』仙女山+天坑+地缝+芙蓉洞+芙蓉江|9点晚出发·优选2年内新车|上门接,重庆出发,967,2800,4.8,/images/routes/route_30086874.jpg,"0购物,成团保障,上门接",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
72,42560773,一日游,重庆大足石刻一日游【vip包车、一单一团，含门票+景区交通】,,重庆出发,276,600,5.0,/images/routes/route_42560773.jpg,"立即确认,无购物,上门接,有条件退","UNESCO World Heritage - 5,000+ Buddhist carvings | 1,000+ years of history - Tang & Song dynasties | World-class stone art mastery",大足石刻建议请讲解员，否则就是看石头。我可以帮你安排专业讲解。 宝顶山游览约3小时，穿舒适鞋，有部分爬坡。
73,68879081,自由行,重庆5日4晚自由行,【寻味山城】省心套餐『自选商圈携程4钻酒店+微信行程小管家服务』多种玩法可选 自由打卡山城美景 寻觅山城美食|赠24H接送机/站+重庆市区2-8人纯玩一日游拼团游|解锁山城烟火江湖,重庆出发,820,3100,,/images/routes/route_68879081.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
74,32016377,私家团,重庆+长江三峡+宜昌5日4晚私家团,咨询客服领优惠券享95折优惠 世纪邮轮一线江景阳台房，儿童赠全程门票+7天外船票无损退，中西自助餐及夜宵+登船晚餐，重庆精华线路4选1+长江三峡核心精华景区,重庆出发,5216,18800,4.8,/images/routes/route_32016377.jpg,"立即确认,成团保障",World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。 这条路线评分4.8分，口碑很好，放心选。
75,70427879,一日游,武陵山大裂谷+816一日游【纯玩丨含门票+部分小交通+导游】,,重庆出发,148,300,5.0,/images/routes/route_70427879.jpg,"立即确认,无购物,有条件退",Perfect for short stay - hit all highlights in one day,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
76,59246809,私家团,宜昌+长江三峡+重庆5日4晚私家团,【长江移动宫殿 美维系列游轮】『五星级移动酒店 入住一线江景阳台标间』深度体验·壮丽山水 【游览国之重器 登高双桂山】24H接送,重庆出发,2736,10100,5.0,/images/routes/route_59246809.jpg,成团保障,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。 这条路线评分5.0分，口碑很好，放心选。
77,59490689,拼小团,重庆+成都+三星堆博物馆5日4晚拼小团,『国宝档案·8人小团·赠两江夜游船+川剧盖碗茶』网红山城·探秘三星堆·熊猫基地·武侯祠,重庆出发,2089,6400,4.8,/images/routes/route_59490689.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。 这条路线评分4.8分，口碑很好，放心选。
78,64275793,跟团游,重庆+成都+九寨沟+黄龙风景名胜区+都江堰+三星堆博物馆7日6晚跟团游,《成都重庆双城7日+熊猫基地》《五星豪生温泉酒店》头等舱保姆车+藏家晚会+免费接送机,重庆出发,2835,8000,5.0,/images/routes/route_64275793.jpg,"0购物,成团保障",Carefully selected top attractions | Professional English-speaking guide,这条路线评分5.0分，口碑很好，放心选。
79,93558487,一日游,全景大足石刻一日游|8人小团|3场大咖导游深度讲解|可包车,,重庆出发,308,800,4.9,/images/routes/route_93558487.jpg,"立即确认,上门接,有条件退","UNESCO World Heritage - 5,000+ Buddhist carvings | 1,000+ years of history - Tang & Song dynasties | World-class stone art mastery",大足石刻建议请讲解员，否则就是看石头。我可以帮你安排专业讲解。 宝顶山游览约3小时，穿舒适鞋，有部分爬坡。
80,68977736,自由行,重庆4日3晚自由行,节后错峰「降幅真的大」!4-5钻酒店随心组合【1日包车游】推荐玩法：重庆市区网红打卡1日游|自由定制您专属行程，随心逛吃魔幻山城·更有组合包车供您挑选搭配！【24h微管家】,重庆出发,895,3200,5.0,/images/routes/route_68977736.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线评分5.0分，口碑很好，放心选。
81,89348959,一日游,重庆两江游夜景游船：洪崖洞/朝天门码头可选|两江四岸夜景,,重庆出发,138,500,4.3,/images/routes/route_89348959.jpg,"立即确认,有条件退",Iconic stilt-house complex - Chongqing's most photogenic spot | Best night view - like real-life Spirited Away | Traditional Bayu architecture with modern lights,洪崖洞最佳拍照时间是日落后30分钟，灯光全开但未过热。 建议从千厮门大桥拍摄全景，比在近处拍更震撼。
82,30413260,拼小团,重庆+武隆区5日4晚拼小团,『半城烟火8人团』市区网红·两江游+全景武隆·仙女山天坑地缝+芙蓉洞+芙蓉江丨专车接送,重庆出发,1735,5400,5.0,/images/routes/route_30413260.jpg,"免费退,0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
83,40604527,私家团,重庆+长江三峡+宜昌5日4晚私家团,咨询客服领暑期2大免1小优惠，黄金邮轮&指定180度一线江景阳台房+重庆华美达酒店+全程自助餐 重庆市区精华线路4选1+长江三峡核心景区 7天外船票免费退,重庆出发,2948,10800,5.0,/images/routes/route_40604527.jpg,"免费退,成团保障",World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。 这条路线评分5.0分，口碑很好，放心选。
84,35841203,自由行,中国长江三峡4日3晚自由行,【限时特惠· 世纪凯歌/荣耀/绿洲】【船游-巫峡/瞿塘峡】【赠登船晚餐+行李迎送搬运】赠送景点：丰都鬼城/烽烟三国或白帝城/神女溪/三峡大坝，更有欢迎酒会、文艺演出等活动，重庆登船,重庆出发,4085,13300,,/images/routes/route_35841203.jpg,,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
85,93630989,一日游,数字影院+宝顶山+北山+大足石刻博物馆一日游 含讲解纯玩小团,,重庆出发,278,600,5.0,/images/routes/route_93630989.jpg,"立即确认,无购物,上门接,有条件退","UNESCO World Heritage - 5,000+ Buddhist carvings | 1,000+ years of history - Tang & Song dynasties | World-class stone art mastery",大足石刻建议请讲解员，否则就是看石头。我可以帮你安排专业讲解。 宝顶山游览约3小时，穿舒适鞋，有部分爬坡。
